,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
1710,1010,6:00 AM,6,9,8.5,331,13.4,78.4,82.6,12,22,50,25.87,0,11,6,19,6.11.6
1711,1110,7:00 AM,7,17.3,7.6,320,14.9,80.6,82.1,11,21,51,25.88,0,11,6,19,6.11.7
1712,1210,8:00 AM,8,29.7,6.7,323,10.4,81.9,81.6,10,20,51,25.88,0,11,6,19,6.11.8
1713,1310,9:00 AM,9,64.8,5.1,285,13,87.2,81.1,8,19,53,25.89,0,11,6,19,6.11.9
1714,1410,10:00 AM,10,77.3,6,317,15.3,88.3,80.8,8,18,54,25.89,0,11,6,19,6.11.10
1715,1510,11:00 AM,11,84.8,6,63,14.9,89.3,80.7,8,21,54,25.88,0,11,6,19,6.11.11
1716,1610,12:00 PM,12,86.6,5.5,316,15.1,90.5,80.9,9,23,55,25.87,0,11,6,19,6.11.12
1717,1710,1:00 PM,13,84.2,5.1,304,14.2,91.5,81.3,8,22,56,25.86,0,11,6,19,6.11.13
1718,1810,2:00 PM,14,66,5.9,303,18.2,91.7,82.1,8,22,56,25.84,0,11,6,19,6.11.14
1719,1910,3:00 PM,15,59.3,5.9,306,16.1,91.5,83.2,8,23,56,25.83,0,11,6,19,6.11.15
1720,2010,4:00 PM,16,31.3,7.7,304,17.2,89.5,84.5,9,23,55,25.82,0,11,6,19,6.11.16
1721,2110,5:00 PM,17,29.4,9.6,295,17.3,89.3,85.6,9,23,55,25.8,0,11,6,19,6.11.17
1722,2210,6:00 PM,18,16.7,5.6,297,17.3,89.1,86.5,9,22,55,25.79,0,11,6,19,6.11.18
1723,2310,7:00 PM,19,2.5,7.1,305,18.1,85.8,87.2,10,23,54,25.8,0,11,6,19,6.11.19
1724,2410,8:00 PM,20,0,6,291,16.1,84.1,87.6,11,23,53,25.8,0,11,6,19,6.11.20
1725,2510,9:00 PM,21,0,6.4,297,15.9,83.8,87.7,12,26,54,25.81,0,11,6,19,6.11.21
1726,2610,10:00 PM,22,0,3.9,325,9.4,83.2,87.6,13,28,54,25.81,0,11,6,19,6.11.22
1727,2710,11:00 PM,23,0,5.6,333,26.5,83.1,87.3,14,28,54,25.8,0,11,6,19,6.11.23
1728,2810,12:00 AM,0,0,16.5,313,25.8,81.4,86.9,20,36,56,25.79,0,11,6,19,6.11.0
1729,511,1:00 AM,1,0,14.4,322,22.8,80.8,86.4,22,39,56,25.79,0,12,6,19,6.12.1
1730,611,2:00 AM,2,0,14.6,331,22.5,80.5,85.9,22,38,56,25.78,0,12,6,19,6.12.2
1731,711,3:00 AM,3,0,16.9,316,22.9,79.8,85.5,23,38,56,25.77,0,12,6,19,6.12.3
1732,811,4:00 AM,4,0,13.2,316,22.1,79.8,85,22,38,56,25.77,0,12,6,19,6.12.4
1733,911,5:00 AM,5,0.5,10.7,319,17.2,80,84.6,21,37,55,25.77,0,12,6,19,6.12.5
1734,1011,6:00 AM,6,5.6,9.2,319,15.2,80.9,84.1,21,37,56,25.78,0,12,6,19,6.12.6
1735,1111,7:00 AM,7,30,9,318,14,84.3,83.6,19,38,57,25.79,0,12,6,19,6.12.7
1736,1211,8:00 AM,8,47.1,7.3,329,13.2,86.7,83.2,18,38,58,25.8,0,12,6,19,6.12.8
1737,1311,9:00 AM,9,62.4,5.9,340,13.5,89.2,82.8,16,36,58,25.8,0,12,6,19,6.12.9
1738,1411,10:00 AM,10,74.4,4.3,56,19.1,91,82.7,14,35,58,25.79,0,12,6,19,6.12.10
1739,1511,11:00 AM,11,82.3,5.5,266,14,92.4,82.7,12,33,58,25.79,0,12,6,19,6.12.11
1740,1611,12:00 PM,12,85.4,6.1,213,16.3,92.9,82.9,12,32,58,25.78,0,12,6,19,6.12.12
1741,1711,1:00 PM,13,84.1,6.2,296,21.3,93.6,83.3,11,32,59,25.76,0,12,6,19,6.12.13
1742,1811,2:00 PM,14,78.9,5.5,249,17.5,94.5,84.1,10,30,58,25.74,0,12,6,19,6.12.14
1743,1911,3:00 PM,15,68.4,5.1,284,18.5,94.6,85.2,10,29,58,25.72,0,12,6,19,6.12.15
1744,2011,4:00 PM,16,54,5.5,262,21.6,95.3,86.5,10,30,59,25.7,0,12,6,19,6.12.16
1745,2111,5:00 PM,17,37.1,6,277,15.2,95,87.8,10,29,58,25.68,0,12,6,19,6.12.17
1746,2211,6:00 PM,18,16.8,3.5,186,10,93.6,88.9,11,30,58,25.67,0,12,6,19,6.12.18
1747,2311,7:00 PM,19,1.2,4.3,314,10.2,88.7,89.8,12,31,56,25.67,0,12,6,19,6.12.19
1748,2411,8:00 PM,20,0,4,325,8.2,84.5,90.3,14,30,55,25.67,0,12,6,19,6.12.20
1749,2511,9:00 PM,21,0,12.3,315,22.1,84.8,90.5,14,30,55,25.68,0,12,6,19,6.12.21
1750,2611,10:00 PM,22,0,16.8,314,25.2,82.5,90.4,16,32,55,25.69,0,12,6,19,6.12.22
1751,2711,11:00 PM,23,0,17.7,311,25.9,80.2,90.1,19,35,55,25.68,0,12,6,19,6.12.23
1752,2811,12:00 AM,0,0,16.1,310,25.2,78.9,89.7,21,36,54,25.68,0,12,6,19,6.12.0
1753,512,1:00 AM,1,0,15.9,316,25.1,78.3,89.2,19,32,53,25.67,0,13,6,19,6.13.1
1754,612,2:00 AM,2,0,12.3,320,24.3,78.3,88.6,17,29,52,25.66,0,13,6,19,6.13.2
1755,712,3:00 AM,3,0,7.5,284,14.2,77.6,88.1,16,27,51,25.65,0,13,6,19,6.13.3
1756,812,4:00 AM,4,0,4.9,270,9.4,76.3,87.5,15,25,50,25.65,0,13,6,19,6.13.4
1757,912,5:00 AM,5,0.5,4,281,6.4,72.4,87,16,23,48,25.65,0,13,6,19,6.13.5
1758,1012,6:00 AM,6,8.5,5.3,273,9.9,75.2,86.3,18,29,51,25.65,0,13,6,19,6.13.6
1759,1112,7:00 AM,7,30.8,8.8,303,14.5,79.7,85.6,18,33,54,25.66,0,13,6,19,6.13.7
1760,1212,8:00 AM,8,48.4,6.3,309,12.8,83.1,85,16,32,55,25.67,0,13,6,19,6.13.8
1761,1312,9:00 AM,9,64.4,3.7,248,11.3,86.2,84.5,13,29,55,25.67,0,13,6,19,6.13.9
1762,1412,10:00 AM,10,77.1,5.4,180,16.1,87.2,84.1,10,25,54,25.67,0,13,6,19,6.13.10
1763,1512,11:00 AM,11,85.5,4.4,209,13.9,88.6,84,9,22,54,25.67,0,13,6,19,6.13.11
1764,1612,12:00 PM,12,88.7,5.2,227,14.8,90.2,84.1,7,19,54,25.67,0,13,6,19,6.13.12
1765,1712,1:00 PM,13,86.5,6.3,275,17.8,90.5,84.4,8,21,55,25.66,0,13,6,19,6.13.13
1766,1812,2:00 PM,14,81.2,7.3,242,21.1,91.6,85.2,6,15,54,25.65,0,13,6,19,6.13.14
1767,1912,3:00 PM,15,70.5,6,229,19.7,91.6,86.2,6,17,55,25.63,0,13,6,19,6.13.15
1768,2012,4:00 PM,16,55.7,4.7,209,14.7,92.5,87.3,6,16,55,25.61,0,13,6,19,6.13.16
1769,2112,5:00 PM,17,39,3.9,165,14,92.2,88.6,6,16,55,25.6,0,13,6,19,6.13.17
1770,2212,6:00 PM,18,17.4,4.3,229,12,90.5,89.6,6,16,54,25.58,0,13,6,19,6.13.18
1771,2312,7:00 PM,19,1.3,10.1,285,23.5,85.2,90.4,11,24,54,25.58,0,13,6,19,6.13.19
1772,2412,8:00 PM,20,0,20.1,306,33.8,81.4,91,16,31,54,25.58,0,13,6,19,6.13.20
1773,2512,9:00 PM,21,0,18.8,318,32.3,79,91.1,20,35,54,25.6,0,13,6,19,6.13.21
1774,2612,10:00 PM,22,0,20.4,319,32.4,77,91,23,36,54,25.6,0,13,6,19,6.13.22
1775,2712,11:00 PM,23,0,21.7,317,33.9,75.2,90.6,25,37,53,25.6,0,13,6,19,6.13.23
1776,2812,12:00 AM,0,0,21.4,318,33,73.8,90.2,27,38,53,25.59,0,13,6,19,6.13.0
1777,513,1:00 AM,1,0,19.6,313,30.3,72.6,89.6,29,39,53,25.57,0,14,6,19,6.14.1
1778,613,2:00 AM,2,0,19.8,312,30.4,71.6,89,30,39,53,25.57,0,14,6,19,6.14.2
1779,713,3:00 AM,3,0,17.2,314,26.5,70.9,88.3,32,39,53,25.56,0,14,6,19,6.14.3
1780,813,4:00 AM,4,0,17.3,314,27.2,70.3,87.7,33,40,53,25.56,0,14,6,19,6.14.4
1781,913,5:00 AM,5,0.5,17.2,314,27,69.6,87.1,37,42,53,25.57,0,14,6,19,6.14.5
1782,1013,6:00 AM,6,8.2,12.3,320,23.7,70.5,86.4,36,42,54,25.58,0,14,6,19,6.14.6
1783,1113,7:00 AM,7,29.6,4.2,306,11,75.9,85.7,28,40,55,25.6,0,14,6,19,6.14.7
1784,1213,8:00 AM,8,47,7.1,310,12.6,77.4,85.1,27,41,56,25.61,0,14,6,19,6.14.8
1785,1313,9:00 AM,9,62.8,6.5,15,12.6,79.8,84.7,24,39,56,25.62,0,14,6,19,6.14.9
1786,1413,10:00 AM,10,75.1,6.7,121,14.5,81.3,84.4,22,38,56,25.63,0,14,6,19,6.14.10
1787,1513,11:00 AM,11,82.7,4.8,95,12.5,83.5,84.2,19,37,57,25.64,0,14,6,19,6.14.11
1788,1613,12:00 PM,12,84.4,4.8,150,13.9,84.9,84.2,19,39,58,25.63,0,14,6,19,6.14.12
1789,1713,1:00 PM,13,82.9,4.4,167,11.5,86.6,84.5,17,36,57,25.63,0,14,6,19,6.14.13
1790,1813,2:00 PM,14,76.8,5.6,186,15.8,87.3,85.2,16,36,57,25.62,0,14,6,19,6.14.14
1791,1913,3:00 PM,15,55.8,4.5,133,14.9,87.7,86.2,15,35,57,25.61,0,14,6,19,6.14.15
1792,2013,4:00 PM,16,48.8,4.2,225,14.5,88.1,87.3,15,35,58,25.59,0,14,6,19,6.14.16
1793,2113,5:00 PM,17,47.2,5.3,166,18,89.6,88.5,14,34,58,25.59,0,14,6,19,6.14.17
1794,2213,6:00 PM,18,21,13.8,111,24.1,83.8,89.5,16,32,55,25.6,0,14,6,19,6.14.18
1795,2313,7:00 PM,19,2.2,11.7,113,22.9,80.3,90.3,19,34,54,25.6,0,14,6,19,6.14.19
1796,2413,8:00 PM,20,0,3.4,31,11.3,79.5,90.8,19,34,54,25.61,0,14,6,19,6.14.20
1797,2513,9:00 PM,21,0,3.4,7,6.6,78.7,91,19,33,53,25.63,0,14,6,19,6.14.21
1798,2613,10:00 PM,22,0,6.3,300,16.2,76.2,90.9,21,33,53,25.64,0,14,6,19,6.14.22
1799,2713,11:00 PM,23,0,9.4,314,16.2,78.1,90.6,20,34,54,25.63,0,14,6,19,6.14.23
1800,2813,12:00 AM,0,0,7.3,306,12,76.3,90.1,22,34,53,25.63,0,14,6,19,6.14.0
1801,514,1:00 AM,1,0,7.4,298,11,74.8,89.6,23,35,53,25.63,0,15,6,19,6.15.1
1802,614,2:00 AM,2,0,8.1,288,14,75.3,89,22,34,53,25.62,0,15,6,19,6.15.2
1803,714,3:00 AM,3,0,9.2,306,14.5,75.9,88.4,20,32,52,25.62,0,15,6,19,6.15.3
1804,814,4:00 AM,4,0,9.8,310,14.8,76.1,87.8,19,30,52,25.63,0,15,6,19,6.15.4
1805,914,5:00 AM,5,0.6,9.3,329,16.7,76.5,87.2,15,26,51,25.64,0,15,6,19,6.15.5
1806,1014,6:00 AM,6,7.9,3.2,240,7.4,77.6,86.6,17,30,52,25.65,0,15,6,19,6.15.6
1807,1114,7:00 AM,7,28.5,1.2,150,6.1,82.9,85.9,15,31,55,25.67,0,15,6,19,6.15.7
1808,1214,8:00 AM,8,45.8,2.7,108,8.8,85.1,85.4,14,31,55,25.68,0,15,6,19,6.15.8
1809,1314,9:00 AM,9,61.5,3.9,127,11.1,86.1,85,14,31,56,25.69,0,15,6,19,6.15.9
1810,1414,10:00 AM,10,74,3.9,162,12.1,87.4,84.7,13,31,56,25.69,0,15,6,19,6.15.10
1811,1514,11:00 AM,11,81.9,3.8,169,12.6,88.3,84.6,13,32,57,25.7,0,15,6,19,6.15.11
1812,1614,12:00 PM,12,84.9,4.4,206,15.6,89.2,84.7,13,31,57,25.69,0,15,6,19,6.15.12
1813,1714,1:00 PM,13,85.1,4.6,214,15.1,89.7,85.1,12,31,57,25.67,0,15,6,19,6.15.13
1814,1814,2:00 PM,14,79.9,5.9,215,16.6,90.7,85.9,12,30,57,25.66,0,15,6,19,6.15.14
1815,1914,3:00 PM,15,67.9,6.1,227,21.3,90.6,86.9,12,30,57,25.64,0,15,6,19,6.15.15
1816,2014,4:00 PM,16,31.5,4.9,208,14.9,89.1,88.1,12,30,57,25.63,0,15,6,19,6.15.16
1817,2114,5:00 PM,17,37.1,5.6,177,30.4,90.3,89.3,12,30,57,25.62,0,15,6,19,6.15.17
1818,2214,6:00 PM,18,17.7,3.3,177,10.7,89.2,90.3,12,30,56,25.61,0,15,6,19,6.15.18
1819,2314,7:00 PM,19,1.7,3.4,132,10.5,85,91,14,30,55,25.62,0,15,6,19,6.15.19
1820,2414,8:00 PM,20,0,2.7,146,12.4,82.9,91.5,17,34,55,25.63,0,15,6,19,6.15.20
1821,2514,9:00 PM,21,0,3.8,252,15.1,81.2,91.6,16,32,54,25.64,0,15,6,19,6.15.21
1822,2614,10:00 PM,22,0,3.7,286,9,78.9,91.5,18,31,53,25.65,0,15,6,19,6.15.22
1823,2714,11:00 PM,23,0,5.2,256,13.2,78.9,91.2,17,30,53,25.64,0,15,6,19,6.15.23
1824,2814,12:00 AM,0,0,4.4,281,13.3,76.8,90.7,17,29,52,25.63,0,15,6,19,6.15.0
1825,515,1:00 AM,1,0,3.9,269,7.9,76,90.2,16,26,50,25.63,0,16,6,19,6.16.1
1826,615,2:00 AM,2,0,4.3,264,9.1,75.9,89.6,16,27,51,25.62,0,16,6,19,6.16.2
1827,715,3:00 AM,3,0,1.6,308,5.6,73.8,89,17,26,50,25.61,0,16,6,19,6.16.3
1828,815,4:00 AM,4,0,2.4,281,5,69.1,88.3,20,27,48,25.62,0,16,6,19,6.16.4
1829,915,5:00 AM,5,0.5,2.9,280,4.6,68.3,87.7,23,29,48,25.62,0,16,6,19,6.16.5
1830,1015,6:00 AM,6,8,2.1,287,3.6,71.8,87,21,29,50,25.63,0,16,6,19,6.16.6
1831,1115,7:00 AM,7,28.2,1.3,94,5.8,82.9,86.1,14,28,54,25.64,0,16,6,19,6.16.7
1832,1215,8:00 AM,8,45,4.1,122,9.1,82.4,85.5,15,31,54,25.65,0,16,6,19,6.16.8
1833,1315,9:00 AM,9,61.8,4.4,138,13,83.5,85,16,32,55,25.65,0,16,6,19,6.16.9
1834,1415,10:00 AM,10,70.4,4.1,175,14.8,84.8,84.7,15,32,56,25.65,0,16,6,19,6.16.10
1835,1515,11:00 AM,11,79.8,7.4,114,20.2,84.9,84.6,15,32,56,25.65,0,16,6,19,6.16.11
1836,1615,12:00 PM,12,63.3,5.6,161,16.1,84.9,84.7,14,30,55,25.64,0,16,6,19,6.16.12
1837,1715,1:00 PM,13,57.2,7.3,127,18.6,84.4,85.1,17,35,56,25.63,0,16,6,19,6.16.13
1838,1815,2:00 PM,14,79,7.8,141,22.3,87.1,85.7,14,33,57,25.62,0,16,6,19,6.16.14
1839,1915,3:00 PM,15,69.3,6.8,157,24.2,88.2,86.4,12,30,56,25.6,0,16,6,19,6.16.15
1840,2015,4:00 PM,16,41,7.3,127,24,86.5,87.3,12,28,55,25.58,0,16,6,19,6.16.16
1841,2115,5:00 PM,17,39,6.6,150,23.5,86.8,88.2,11,26,55,25.56,0,16,6,19,6.16.17
1842,2215,6:00 PM,18,18.3,6,119,20.9,85.1,89.1,11,25,54,25.56,0,16,6,19,6.16.18
1843,2315,7:00 PM,19,1.2,5.1,122,20.9,81.2,89.7,13,25,52,25.57,0,16,6,19,6.16.19
1844,2415,8:00 PM,20,0,2.2,81,8,78.4,90.1,15,27,52,25.58,0,16,6,19,6.16.20
1845,2515,9:00 PM,21,0,3.8,242,11,77.3,90.2,21,34,53,25.6,0,16,6,19,6.16.21
1846,2615,10:00 PM,22,0,1.2,283,6,74.3,90.1,25,36,53,25.61,0,16,6,19,6.16.22
1847,2715,11:00 PM,23,0,5.2,317,16.1,74.1,89.8,22,33,52,25.6,0,16,6,19,6.16.23
1848,2815,12:00 AM,0,0,6.3,306,10.4,73.1,89.2,23,33,51,25.59,0,16,6,19,6.16.0
1849,516,1:00 AM,1,0,4.8,302,8.8,71.7,88.7,25,34,51,25.59,0,17,6,19,6.17.1
1850,616,2:00 AM,2,0,3.7,42,9.4,73.6,88.1,26,36,53,25.58,0,17,6,19,6.17.2
1851,716,3:00 AM,3,0,5.9,52,13.4,72.5,87.5,27,37,53,25.58,0,17,6,19,6.17.3
1852,816,4:00 AM,4,0,6.3,49,12.5,71.5,86.8,31,39,53,25.58,0,17,6,19,6.17.4
1853,916,5:00 AM,5,0.6,4.2,72,9.6,69.9,86.2,31,38,52,25.6,0,17,6,19,6.17.5
1854,1016,6:00 AM,6,8.9,2.7,98,7.5,71.3,85.6,31,39,53,25.61,0,17,6,19,6.17.6
1855,1116,7:00 AM,7,27.6,6.8,97,18,75.2,84.9,29,41,55,25.63,0,17,6,19,6.17.7
1856,1216,8:00 AM,8,44.8,11.2,107,17.2,76.2,84.3,29,42,56,25.64,0,17,6,19,6.17.8
1857,1316,9:00 AM,9,62.1,9.8,104,18.1,78.9,83.9,27,42,57,25.65,0,17,6,19,6.17.9
1858,1416,10:00 AM,10,74.4,9.7,110,20.2,80.7,83.6,25,41,57,25.66,0,17,6,19,6.17.10
1859,1516,11:00 AM,11,82.1,8,135,18.3,82.7,83.5,22,40,57,25.66,0,17,6,19,6.17.11
1860,1616,12:00 PM,12,86.5,8.1,129,19.3,83.8,83.6,19,38,57,25.65,0,17,6,19,6.17.12
1861,1716,1:00 PM,13,82.6,7.4,149,19.1,83.9,84,17,34,56,25.64,0,17,6,19,6.17.13
1862,1816,2:00 PM,14,78.7,9.2,117,20.1,85.2,84.7,14,30,55,25.63,0,17,6,19,6.17.14
1863,1916,3:00 PM,15,68,8.7,134,21.9,85.6,85.7,12,27,54,25.62,0,17,6,19,6.17.15
1864,2016,4:00 PM,16,54.5,6.2,154,20.8,85.5,86.9,13,29,55,25.6,0,17,6,19,6.17.16
1865,2116,5:00 PM,17,37,7.6,118,18.3,84.6,88.2,13,28,54,25.6,0,17,6,19,6.17.17
1866,2216,6:00 PM,18,18.1,6.7,120,15.3,83.1,89.3,13,28,54,25.61,0,17,6,19,6.17.18
1867,2316,7:00 PM,19,1.6,5.6,112,14,79.1,90.1,15,28,52,25.62,0,17,6,19,6.17.19
1868,2416,8:00 PM,20,0,1.4,66,6,75.4,90.6,18,28,51,25.63,0,17,6,19,6.17.20
1869,2516,9:00 PM,21,0,1.4,283,2.3,74,90.8,18,28,50,25.65,0,17,6,19,6.17.21
1870,2616,10:00 PM,22,0,2.4,282,3.9,72.2,90.6,19,28,50,25.65,0,17,6,19,6.17.22
1871,2716,11:00 PM,23,0,2.9,281,4.4,73.1,90.2,19,29,50,25.65,0,17,6,19,6.17.23
1872,2816,12:00 AM,0,0,2.4,280,4.2,71,89.7,21,29,49,25.65,0,17,6,19,6.17.0
1873,517,1:00 AM,1,0,3.4,285,4.5,70.1,89.1,22,30,49,25.64,0,18,6,19,6.18.1
1874,617,2:00 AM,2,0,4.3,315,12.3,73.1,88.4,20,29,50,25.64,0,18,6,19,6.18.2
1875,717,3:00 AM,3,0,8.9,315,14,75.6,87.7,18,29,51,25.64,0,18,6,19,6.18.3
1876,817,4:00 AM,4,0,4.9,23,10.7,72.9,87.1,20,30,50,25.65,0,18,6,19,6.18.4
1877,917,5:00 AM,5,0.5,2.9,28,8.8,71.4,86.5,21,30,50,25.67,0,18,6,19,6.18.5
1878,1017,6:00 AM,6,7.8,3,54,9.1,75.5,85.8,20,31,52,25.68,0,18,6,19,6.18.6
1879,1117,7:00 AM,7,28.9,6,107,13.8,79.4,85.1,18,32,54,25.7,0,18,6,19,6.18.7
1880,1217,8:00 AM,8,46.2,10.6,104,18.1,80.3,84.5,19,34,54,25.71,0,18,6,19,6.18.8
1881,1317,9:00 AM,9,61.8,10.1,108,22.1,81.4,84.1,19,35,55,25.73,0,18,6,19,6.18.9
1882,1417,10:00 AM,10,74,9.6,113,19.4,83.1,83.8,18,35,56,25.73,0,18,6,19,6.18.10
1883,1517,11:00 AM,11,81.9,7.7,115,19.1,84.8,83.7,15,32,56,25.74,0,18,6,19,6.18.11
1884,1617,12:00 PM,12,84.9,5.9,96,14.9,86.1,83.8,14,32,56,25.73,0,18,6,19,6.18.12
1885,1717,1:00 PM,13,84,4.5,203,13.9,86.6,84.2,14,32,56,25.72,0,18,6,19,6.18.13
1886,1817,2:00 PM,14,78.9,4.4,232,14.1,87.3,84.9,14,32,56,25.71,0,18,6,19,6.18.14
1887,1917,3:00 PM,15,68.4,5.1,165,15.3,87.7,86,14,32,56,25.7,0,18,6,19,6.18.15
1888,2017,4:00 PM,16,53.9,5.3,163,18.3,87.6,87.2,13,31,56,25.69,0,18,6,19,6.18.16
1889,2117,5:00 PM,17,36.4,3.9,212,11.3,88.3,88.5,13,31,56,25.68,0,18,6,19,6.18.17
1890,2217,6:00 PM,18,17.1,3.1,165,15,86.2,89.6,13,30,55,25.68,0,18,6,19,6.18.18
1891,2317,7:00 PM,19,1.2,1.7,201,7.4,81.3,90.5,14,28,53,25.69,0,18,6,19,6.18.19
1892,2417,8:00 PM,20,0,2.1,253,5.8,78.1,91.1,15,26,51,25.7,0,18,6,19,6.18.20
1893,2517,9:00 PM,21,0,1.9,289,3.9,75,91.3,16,26,50,25.71,0,18,6,19,6.18.21
1894,2617,10:00 PM,22,0,0.9,267,2.8,72.9,91.2,17,25,49,25.72,0,18,6,19,6.18.22
1895,2717,11:00 PM,23,0,2.3,287,6,72.9,90.8,15,23,49,25.72,0,18,6,19,6.18.23
1896,2817,12:00 AM,0,0,3.6,284,5,72.6,90.3,16,23,48,25.72,0,18,6,19,6.18.0
1897,518,1:00 AM,1,0,3.2,283,4.6,71.9,89.7,18,26,49,25.71,0,19,6,19,6.19.1
1898,618,2:00 AM,2,0,2.4,266,4.1,72,89,18,27,49,25.7,0,19,6,19,6.19.2
1899,718,3:00 AM,3,0,3.7,277,5.9,70.9,88.3,20,27,49,25.7,0,19,6,19,6.19.3
1900,818,4:00 AM,4,0,2.5,285,4.7,68.9,87.6,21,28,48,25.7,0,19,6,19,6.19.4
1901,918,5:00 AM,5,0.5,3.3,283,4.5,67,86.9,24,29,48,25.71,0,19,6,19,6.19.5
1902,1018,6:00 AM,6,7.8,2.6,278,4.3,71.1,86.2,24,33,51,25.72,0,19,6,19,6.19.6
1903,1118,7:00 AM,7,29.3,1.6,104,6.4,82.1,85.4,15,30,54,25.73,0,19,6,19,6.19.7
1904,1218,8:00 AM,8,46.6,3.5,131,9.6,83.2,84.7,13,28,54,25.74,0,19,6,19,6.19.8
1905,1318,9:00 AM,9,62.3,5.3,120,15.1,83.6,84.3,13,27,54,25.75,0,19,6,19,6.19.9
1906,1418,10:00 AM,10,74.7,4.9,149,13.2,85,83.9,12,27,54,25.75,0,19,6,19,6.19.10
1907,1518,11:00 AM,11,82.7,4.9,199,15.6,85.7,83.8,11,24,54,25.75,0,19,6,19,6.19.11
1908,1618,12:00 PM,12,85.7,4.2,212,12.9,86.7,83.9,11,25,54,25.75,0,19,6,19,6.19.12
1909,1718,1:00 PM,13,84.6,5.5,193,19.1,87.5,84.3,10,23,54,25.73,0,19,6,19,6.19.13
1910,1818,2:00 PM,14,79.3,6.8,121,17.9,88.3,85,10,25,55,25.71,0,19,6,19,6.19.14
1911,1918,3:00 PM,15,69.2,4.6,188,16.2,89.2,86.1,10,25,55,25.7,0,19,6,19,6.19.15
1912,2018,4:00 PM,16,55.2,4.5,175,20.7,89.4,87.3,9,24,55,25.69,0,19,6,19,6.19.16
1913,2118,5:00 PM,17,38.7,4.4,158,14.8,88.8,88.6,9,23,55,25.67,0,19,6,19,6.19.17
1914,2218,6:00 PM,18,18.4,3.4,181,10,87.6,89.8,9,22,54,25.67,0,19,6,19,6.19.18
1915,2318,7:00 PM,19,1.1,2.1,105,6.8,82.3,90.7,10,20,52,25.67,0,19,6,19,6.19.19
1916,2418,8:00 PM,20,0,1.7,93,6.7,79.2,91.3,11,21,50,25.67,0,19,6,19,6.19.20
1917,2518,9:00 PM,21,0,3.4,247,10.2,78.6,91.4,15,27,52,25.68,0,19,6,19,6.19.21
1918,2618,10:00 PM,22,0,2.6,266,7.2,77.2,91.4,17,29,52,25.69,0,19,6,19,6.19.22
1919,2718,11:00 PM,23,0,4.5,281,10.3,76.4,91,22,35,53,25.68,0,19,6,19,6.19.23
1920,2818,12:00 AM,0,0,4,285,9.1,77.6,90.5,22,36,54,25.67,0,19,6,19,6.19.0
1921,519,1:00 AM,1,0,1.7,113,5,74.1,89.9,26,37,53,25.65,0,20,6,19,6.20.1
1922,619,2:00 AM,2,0,0.8,307,4.5,71.3,89.3,27,36,52,25.64,0,20,6,19,6.20.2
1923,719,3:00 AM,3,0,1,83,3.6,70.5,88.7,29,37,52,25.64,0,20,6,19,6.20.3
1924,819,4:00 AM,4,0,1,90,3.6,68.2,88.1,30,35,50,25.63,0,20,6,19,6.20.4
1925,919,5:00 AM,5,0.5,1.7,273,4.5,66.1,87.4,32,35,49,25.64,0,20,6,19,6.20.5
1926,1019,6:00 AM,6,7.7,1.1,302,3.5,70.4,86.7,31,38,52,25.64,0,20,6,19,6.20.6
1927,1119,7:00 AM,7,29,2.4,190,10.5,79.5,85.9,23,39,56,25.64,0,20,6,19,6.20.7
1928,1219,8:00 AM,8,46.3,3.6,145,10.2,80.8,85.3,22,39,56,25.64,0,20,6,19,6.20.8
1929,1319,9:00 AM,9,61.9,5,220,13.9,82.2,84.8,21,39,57,25.64,0,20,6,19,6.20.9
1930,1419,10:00 AM,10,74.1,7.6,238,17,82.1,84.5,22,40,57,25.64,0,20,6,19,6.20.10
1931,1519,11:00 AM,11,82.2,7.5,227,18.6,84.2,84.3,20,39,57,25.64,0,20,6,19,6.20.11
1932,1619,12:00 PM,12,85,6.6,196,22.2,85.6,84.4,18,38,58,25.63,0,20,6,19,6.20.12
1933,1719,1:00 PM,13,83.6,5.8,209,18.7,86.5,84.7,17,37,58,25.61,0,20,6,19,6.20.13
1934,1819,2:00 PM,14,78.2,4.9,188,19.4,89,85.4,16,36,58,25.59,0,20,6,19,6.20.14
1935,1919,3:00 PM,15,67.8,5.6,200,19.5,89.4,86.4,16,37,59,25.57,0,20,6,19,6.20.15
1936,2019,4:00 PM,16,53.6,5.3,138,18.3,89.5,87.6,15,37,59,25.55,0,20,6,19,6.20.16
1937,2119,5:00 PM,17,38.5,8.1,264,22.7,89.8,88.8,12,29,57,25.53,0,20,6,19,6.20.17
1938,2219,6:00 PM,18,18.4,12.1,274,24.6,86.3,90,9,21,53,25.52,0,20,6,19,6.20.18
1939,2319,7:00 PM,19,1.1,11.7,274,21.8,81.7,90.9,12,23,52,25.52,0,20,6,19,6.20.19
1940,2419,8:00 PM,20,0,13,273,25.6,78.7,91.4,14,26,52,25.52,0,20,6,19,6.20.20
1941,2519,9:00 PM,21,0,15,283,27.6,76.5,91.6,16,27,51,25.52,0,20,6,19,6.20.21
